Topic 0:
	fangaays	0.011246888
	shitem	0.011037322
	cyka	0.008941654
	hahaa	0.0086482605
	fangays	0.008089416
	swiftrage	0.007740138
	cringem	0.006608478
	secret	0.005155482
	1	0.0048620882
	alliance	0.004848117
	kreygasm	0.004666493
	spartans	0.004359128
	raise	0.0039260234
	blyat	0.0039120526
	gay	0.003856168
	sobayed	0.0038142547
	og	0.0037583702
	shields	0.0037024857
	flower	0.0036046878
Topic 28:
	lul	0.08475999
	admiralw	0.029985113
	pogchamp	0.025712
	min	0.020077929
	1	0.019726714
	wutface	0.018863311
	4head	0.015892617
	gg	0.011956085
	kappa	0.0117365755
	davai	0.011341459
	4	0.011224387
	20	0.010624396
	envyw	0.009951234
	seemsgood	0.008985393
	10	0.0085756425
	kreygasm	0.0085756425
	game	0.0075805336
	30	0.0074780956
	mins	0.007434194
	5	0.007434194
	osfrog	0.0072878543
	7	0.007170783
	midas	0.007112247
	lol	0.0070244432
	blink	0.006848836
	lord	0.006556157
	minutes	0.006497621
	pit	0.0060000666
	cs	0.005897629
	lmao	0.005882995
Topic 29:
	failfish	0.22723456
	copy	0.022165898
	sheever	0.014425772
	lol	0.013835878
	dont	0.012942099
	pasta	0.011672934
	partytime	0.009402734
	purge	0.008830716
	stfu	0.007472172
	lul	0.007436421
	1	0.0072755404
	shut	0.006989531
	wtf	0.006989531
	chat	0.0069359043
	notlikethis	0.0064175124
	pogchamp	0.00480871
	kreygasm	0.0047193323
	2	0.0043796957
	miracle	0.0041294377
	4head	0.0040579354
	kappa	0.003914931
	game	0.003825553
	casters	0.0037719263
	omfg	0.0037540507
	9k	0.0036289215
	pro	0.003521668
	d2tvkappa	0.0035037925
	notail	0.0034859169
	2k	0.003396539
	xeraqui	0.0033607879
Topic 30:
	stop	0.07085376
	clps	0.06615281
	warning	0.05478814
	spamming	0.05255882
	caps	0.027624393
	freakinstinkin	0.02079105
	emotes	0.019409843
	links	0.014175793
	posting	0.014103098
	ampenergy	0.00889328
	bort	0.008869048
	ripepperonis	0.0058400845
	symbols	0.0046769623
	baby	0.0044831084
	snow	0.0039742426
	jon	0.003707694
	hurt	0.0032957548
	time	0.0032957548
	sas	0.0032472913
	gamw	0.003053438
	squeal	0.0030049745
	kill	0.0030049745
	dance	0.0029322794
	bug	0.0028111208
	offline	0.002714194
	yeah	0.002714194
	cake	0.0024961086
	ta	0.0024718768
	stream	0.0024234133
	piece	0.0023991817
Topic 31:
	elegiggle	0.30291644
	sobayed	0.07186311
	na	0.06280198
	4head	0.037870143
	dota	0.022878092
	lul	0.02225205
	usa	0.015255759
	fangays	0.014794465
	laugh	0.01412449
	alliance	0.013893844
	secret	0.012817491
	brainslug	0.009895963
	fanshits	0.009335821
	teams	0.008841577
	cucks	0.0076114596
	team	0.007172132
	crowd	0.005590553
	og	0.0051182755
	eu	0.0038771755
	pjsalt	0.0038771755
	ele	0.0038661922
	giggle	0.0036245622
	aui	0.0035806294
	jebaited	0.0035257135
	babyrage	0.0034378478
	arteezy	0.0033939152
	hear	0.0032840832
	triggered	0.0030754027
	joke	0.0030095035
	2	0.0030095035
Topic 32:
	smorc	0.11250015
	hao	0.07435791
	notatk	0.06519591
	lul	0.049742404
	4head	0.017596748
	pogchamp	0.0148442155
	ez	0.0144903185
	seemsgood	0.013094391
	goog	0.012091682
	gg	0.011560836
	mid	0.011364227
	rigged	0.010518806
	kappa	0.009968299
	322	0.009162201
	kill	0.0074910196
	feed	0.0071567832
	kreygasm	0.00646865
	triggered	0.0061344136
	ig	0.005977126
	osfrog	0.0054462804
	carry	0.005328315
	ttours	0.0053086537
	lol	0.00523001
	nam	0.005131705
	god	0.0050334004
	die	0.0049350956
	jebaited	0.0046008592
	anele	0.0045222156
	nahaz	0.0040896744
	win	0.0037357772
Topic 33:
	pogchamp	0.04715983
	lul	0.03193375
	2	0.03178286
	kappa	0.016995732
	4head	0.01559658
	game	0.014485487
	strat	0.01281199
	c9	0.012606232
	lol	0.012181
	tp	0.011892939
	3	0.010685827
	dota	0.009561017
	dtoa	0.009519866
	✓	0.009286673
	5	0.009286673
	nice	0.008449925
	wtf	0.0072565293
	seemsgood	0.0072565293
	kreygasm	0.006762711
	4	0.006433498
	hours	0.0057339217
	osfrog	0.005665336
	arisew	0.0055144466
	1	0.005404709
	15	0.0053086886
	man	0.005171517
	yota	0.0051303655
	itsboshytime	0.0048423046
	guy	0.0046914155
	camera	0.0045542433
Topic 34:
	wutface	0.20356652
	opieop	0.05865859
	cyka	0.0581575
	lul	0.032147985
	ping	0.025743471
	ears	0.01785136
	pedobear	0.015893992
	blyat	0.014797865
	rip	0.014516004
	4head	0.009755683
	grill	0.009238938
	chin	0.009191961
	pogchamp	0.008628239
	na	0.008189788
	fired	0.0077983146
	crowd	0.006999708
	dansgame	0.006639552
	kreygasm	0.0065142806
	swiftrage	0.0058252867
	kappa	0.0048387726
	sellout	0.004776137
	doomguy	0.004713501
	butt	0.004494276
	kevinturtle	0.004353345
	teeth	0.0041497787
	eu	0.0041497787
	fat	0.0038365994
	wtf	0.0037896226
	vac	0.0037739638
	putin	0.0034921025
Topic 35:
	gg	0.278733
	322	0.14363904
	fired	0.06388589
	rulefive	0.038328987
	vac	0.02316392
	lul	0.022721715
	rofl	0.013682504
	lol	0.012563983
	ez	0.010144856
	puke	0.0094685415
	4head	0.008610141
	pogchamp	0.007725729
	call	0.007621681
	wutface	0.0071534626
	shots	0.006802299
	lmfao	0.0066982503
	fear	0.006594202
	644	0.0064901537
	pjsalt	0.006125984
	vohiyo	0.005956905
	wp	0.0057618143
	ttours	0.005670772
	riot	0.0053846384
	kappa	0.0050985054
	kreygasm	0.005059487
	ಠ益ಠ	0.0047343355
	rekt	0.004162069
	gege	0.004110045
	osfrog	0.00399299
	୧	0.0038629298
Topic 36:
	anele	0.20430948
	usa	0.09165614
	greek	0.032818764
	pogchamp	0.031922083
	✓	0.025421126
	american	0.023074806
	gods	0.01815799
	datsheffy	0.01809821
	lul	0.015991006
	4head	0.014182693
	budstar	0.009669387
	america	0.008772703
	kapow	0.00838414
	game	0.008055356
	bomb	0.007831185
	kappa	0.0075024017
	babyrage	0.007427678
	allah	0.0066953865
	watching	0.0063666026
	country	0.0063516577
	dogs	0.0058136475
	made	0.0056642005
	internet	0.0056492556
	europoors	0.005634311
	invented	0.0052905823
	website	0.0052905823
	economy	0.0052308035
	11	0.005141135
	computers	0.0050066323
	hating	0.004916964
Topic 37:
	madara	0.058277413
	3	0.05362548
	talking	0.032008927
	im	0.03147545
	uchiha	0.025777899
	cmonbruh	0.02522308
	taunt	0.018394554
	tensei	0.016580727
	touch	0.011267281
	residentsleeper	0.010840498
	pro	0.010520411
	ben	0.010392376
	rinne	0.010136306
	gedou	0.009880236
	defeat	0.0098375585
	possibly	0.009773541
	0	0.009261401
	aussie	0.009133367
	greece	0.008962654
	hell	0.008834619
	pogchamp	0.00830114
	2	0.007917035
	dota	0.007853018
	6	0.007682305
	guy	0.007639627
	player	0.0076182876
	sound	0.0075969486
	game	0.0074902526
	speed	0.0072982004
	tps	0.007106148
Topic 38:
	wutface	0.4078587
	residentsleeper	0.12773503
	navi	0.027267294
	game	0.016627505
	pogchamp	0.0133968005
	kappa	0.010065584
	ttours	0.009907639
	start	0.0064759124
	scamaz	0.006346684
	wtf	0.0061169453
	kappawealth	0.005011326
	smorc	0.0048820977
	dallove	0.0044944133
	boring	0.0043651853
	naga	0.0039775004
	orospu	0.0038339137
	purge	0.003575457
	sikeyim	0.0034749461
	aliens	0.0034749461
	hype	0.0032308486
	çocuklari	0.0032164897
	og	0.0031303377
	anasini	0.0030298268
	hepinizin	0.0029293161
	1	0.0029293161
	anele	0.0028288052
	replay	0.002742653
	osfrog	0.0026277835
	final	0.0025703488
	smskull	0.0025416315
Topic 39:
	seemsgood	0.38649714
	purge	0.21659534
	nam	0.18236998
	爨癵驫麣纞虋讟钃鸜麷鞻韽韾顟顠饙饙騳騱	0.029265236
	spam	0.019615399
	anti	0.018270133
	cringe	0.018217526
	voteyea	0.010739653
	gracias	0.0032091723
	danke	0.0031791106
	rarepepe	0.0029461316
	monkey	0.00258539
	obrigado	0.002284772
	arigato	0.0021870711
	salamat	0.0020217313
	king	0.0019390613
	thx	0.0016835359
	ty	0.001585835
	arcana	0.0014129797
	merci	0.0013303098
	hvala	0.0012927324
	1	0.0012777016
	wins	0.0012401243
	kiitos	0.001217578
	spasibo	0.0010822999
	terima	0.001052238
	major	0.0010296918
	kasih	9.9963E-4
	xie	9.921145E-4
	puke	9.470218E-4
Topic 40:
	sourpls	0.177035
	lul	0.052389342
	le	0.047769453
	ka	0.04667383
	burself	0.029326426
	triggered	0.025400434
	wub	0.02313614
	alliance	0.020963151
	duckerz	0.020177953
	coolcat	0.01795018
	ban	0.01663543
	furion	0.01407897
	kappaclaus	0.013019865
	hotpokket	0.011778157
	keepo	0.011175563
	soonerlater	0.009166916
	mcat	0.008893009
	wutface	0.008217374
	ariw	0.007961728
	pogchamp	0.0075782593
	play	0.0074139154
	counter	0.0073773945
	mrdestructoid	0.007267832
	time	0.0070669674
	2016	0.0070304465
	playing	0.0066469773
	lose	0.0064643733
	aou	0.006080904
	picks	0.0060443836
	dota2	0.0060078627
Topic 41:
	osfrog	0.4497028
	trihard	0.11568032
	balanced	0.014337474
